ID,Age,Income,Score,Gender,Department,JoinDate,Satisfaction
572,47,57950,20,Female,Finance,25/4/2020,5
573,56,26557,51,Male,Finance,22/10/2020,-
574,58,29166,11,Male,Sales,31/1/2024,
575,26,35807,26,Female,-,15/9/2024,5
576,55,54198,5,Female,Marketing,1/11/2024,2
577, ,46150,96,Female,Finance,8/11/2020,3
578,40,59197,39,Male,Operations,11/12/2021,2
579,18,60360,32,Male,Sales,21/4/2022,1
580,38,44994,0,Female,Finance,7/2/2023,4
581,49,32272,94,Male,*,8/2/2023,5
582,62,33894,24,-,Operations,27/6/2021,2
583,43,12692,93,Male,Sales,19/5/2022,1
584,50,47749,74,Female,Finance,15/7/2021,5
585,26,,81,Male,IT,13/5/2023,3
586,,31937,54,Male,HR,9/7/2021,4
587,23,36307,92,Female,Operations,27/6/2024,4
588,63,37797,-,Male,-,22/3/2024,2
589,24,25147,82,NA,Marketing,11/4/2023,1
590,24,53045,64,Female,IT,9/6/2020,5
591,54,37303,28,Female,,5/6/2023,5
592,22,28591,10,Male,HR,18/4/2021,4
593,50,9727,19,Male,HR,11/12/2021,-
594,27,39552,75,Male,HR,31/5/2023,3
595,34,26801,50,Male,Finance,29/3/2022,3
596,57,57813,44,NA,Finance,26/11/2022,5
597,45,33983,33,Male,IT,12/3/2023,*
598,64,NA,86,Female,Operations,20/6/2023,5
599,63,29499,88,Male,Finance,29/11/2022,3
600,39,16624, ,Male,Sales,30/12/2022,5
601,38,20802,95,Female,IT,16/4/2020,2
602,64,30816,21,Female,IT,22/7/2022,1
603,*,37982,8,Female,Sales,9/11/2021,4
604,49,42113,13,Female,IT,7/4/2023,3
605,53,41038,54,NA,IT,15/2/2022,3
606,48,35303,77,Male,IT,11/3/2022,*
607,23,18956,40,Male,Sales,9/9/2020,4
608,38,0,2,Male,Finance,31/1/2022,5
609,52,29802,3,Female,Sales,19/5/2020,4
610,31,46464,60,Male,*,13/1/2023,5
611,40,36593,83,Female,IT,30/6/2023,*
612,59,10968,93,Male,IT,14/11/2023,1
613,41,0,18,Male,HR,11/8/2024,1
614,47,29871,34,Female,HR,19/12/2022,1
615,27,0,84,*,Marketing,13/8/2024, 
616,22,30020,30,Female,HR,12/4/2023,3
617,59,25638,22,Male,Operations,25/3/2022,4
618,47,40500,31,Male,*,22/11/2020,4
619,24,42010,80,Male,Finance,4/7/2020,2
620,23,53068,23,Male,IT,10/4/2023,5
621,25,38611,31,Female,Operations,4/6/2021,
622,43,59353,96,Male,Sales,10/9/2020,5
623,35,28719,12,Female,-,17/6/2021,4
624,53,15363,9,Female,HR,29/8/2024,5
625,43,36901,82,Male,Operations,19/8/2023,2
626,53,49406,16,Male,Sales,11/9/2022,5
627,58,38058,43,Female,,3/4/2023,-
628,21,42215,90,Female,Finance,2/2/2020,4
629,30,44101,55,Female,Sales,8/4/2022,2
630,41,36276,44,Female,Sales,12/12/2021,4
631,48,42030,62,Male,Sales,27/6/2020,1
632,39,29289,56,Male,HR,29/11/2024,5
633,57,55314,32,Male,Sales,19/1/2024,3
634,35,44843,60,Female,Finance,7/10/2021,3
635,51,53415,26,Male,Marketing,21/9/2020,1
636,40,11784,89,Female,Operations,17/3/2020,1
637,56,15636,91,Male,Sales,5/2/2023,4
638,64,0,11,Male,Finance,4/2/2022,NA
639,54,36279,48,Male,*,16/3/2020,4
640,64,34861,84,Female,Marketing,1/7/2022,2
641,18,40778,59,Female,Sales,29/3/2024,1
642,59,31537,10,Male,Finance,24/2/2022,4
643,37,16534,74,Female,Marketing,14/6/2023,4
644,64,13567,39,Female,HR,1/4/2021,3
645,42,39423,28,Female,Operations,12/2/2020,NA
646,23,41674,0,Female,IT,28/11/2021,2
647,47,41437,24,Female,HR,27/10/2022,2
648,37,40582,52,Female,HR,30/4/2020,3
649,26,17433,21,Male,Finance,16/1/2022,5
650,35,23901,47,Male,Sales,28/10/2022,NA
651,57,13538,61,Female,Marketing,11/7/2024,3
652,20,*,45,-,Operations,10/11/2021,2
653,53,29048,66,-,NA,7/7/2022,5
654,23,25059,20,Female,Finance,17/9/2023,5
655,61,30787,81,Male,HR,26/3/2024,2
656,55,44175,50,NA,Operations,9/4/2022,4
657,-,45771,84,Male,Marketing,17/4/2023,1
658,36,25727,49,Male,Operations,2/1/2020,4
659,,31678,63,Female,IT,9/2/2023,2
660,45,26219,NA,Male,HR,24/3/2022,4
661,64,35070,15,Male,Finance,17/4/2023,3
662,26,29957,44,Male,Finance,28/2/2020,3
663,64,5665,59,Female,Marketing,4/2/2024,3
664,27,39159,0,Female,HR,23/12/2022,2
665,41,38878,34,Male,Marketing,24/12/2020,1
666,43,42910,80,Female,,2/8/2022,-
667,25,22173,18,Female,HR,25/6/2020,2
668,22,56716,,Male,HR,10/3/2024,2
669,30,NA,41,Female,NA,17/10/2021,5
670,39,265169,51,Male,Finance,8/6/2023,4
671,,24133,88,-,Finance,12/5/2021,5
672,42,21144,26,Male,Sales,24/4/2020,2
673,40,,31,Male,Sales,27/4/2021,4
674,58,26701,27,Male,Finance,21/2/2021,3
675,38,34465,93,NA,Marketing,13/3/2020,3
676,,*,32,Female,Marketing,30/11/2021,
677,25,62589,-,Female,Operations,4/8/2022,1
678,63,34011,80,*,Marketing,7/12/2023,4
679,56,46871,27,Female,IT,9/8/2020,5
680,56,-,NA,NA,Operations,14/5/2023,5
681,39,-,76,Female,Finance,23/12/2023,5
682,62,39770,28,,Marketing,20/7/2023,1
683,28,39766,7,Male,Marketing,22/2/2020,-
684,-,28643,18,Female,Operations,4/4/2021,2
685,33,40121,58,Male,IT,31/10/2023,4
686,45,19314,49,Female,Finance,28/11/2021,4
687,52,,25,Male,IT,16/7/2022,1
688,59,32544, ,Female,HR,28/4/2021,5
689,46,39072,77,Male,Operations,19/10/2021,3
690,NA,0,60,Male,Operations,31/8/2024,1
691,23,15009,37,Female,Marketing,2/5/2024,3
692,31,-,87,Female,HR,3/3/2023,1
693,46,0,66,Female,Finance,2/11/2024,2
694,45,25882, ,Female,Finance,26/2/2022,1
695,27,,24,Male,Sales,30/10/2024,4
696,63,NA,21,Male,Marketing,7/2/2024,4
697,,28951,45,Female,Marketing,4/8/2021,1
698,21,29505,41,-,HR,24/1/2023,3
699,41,36663,NA,Female,Finance,23/1/2021,
700,*,35555,82,Female,Operations,30/1/2023,1
701,63,31110,41,Female,Finance,19/11/2024,-
702,46,37323, ,Male,Operations,20/8/2021,2
703,42,37145,95,Female,Operations,17/11/2022,5
704,*,56962,2,Male,Sales,27/7/2020,2
705,64,23101,68,*,HR,25/9/2021,2
706,63,41015,57,Female,Marketing,4/12/2023,4
707,-,24881,85,Female,Finance,15/8/2023,1
708,,0,74,Female,Marketing,2/12/2024,1
709,50,14933,97,Female,Finance,29/4/2023,3
710,25,39064,0,Female,HR,6/11/2023,3
711,57,21335,96,Female,HR,20/4/2024,4
712,33,34559,73,Male,Sales,28/9/2020,5
713,55,40217,49,Female,Operations,26/9/2021,NA
714,61,NA,84,Female,IT,6/10/2020,1
715,58,21097,70,,IT,15/11/2020,3
716,51,29227,73,Male,Operations,26/4/2021,2
717,23,55808,13,Female,HR,12/10/2024,3
718,56,37931,96,Female,Operations,6/9/2021,*
719,57,41616,82,Male,Operations,3/1/2020,1
720,40,66321,17,Male,Sales,8/12/2021,1
721,38, ,9,-,Finance,31/10/2020,-
722,52,44385,68,-,HR,31/12/2021,3
723,64,44564,84,Female,IT,24/7/2023,2
724,46,42564,-,-,Operations,26/10/2021,1
725,52,22497,22,Female,HR,11/9/2023,3
726,NA,51031,51,Male,NA,9/11/2023,5
727,50,43717,9,Female,Operations,27/6/2023,2
728,43,37166,NA,Male,-,12/9/2024,2
729,61,NA,59,Female,Marketing,19/1/2020,1
730,49,*,64,Male,Finance,11/9/2022,5
731,35,36131,,Male,HR,25/4/2024,1
732,51,33397,*,Female,NA,20/9/2020,2
733,47,40396, ,Male,Finance,24/8/2021,1
734,61,48148,*, ,IT,17/4/2020,2
735,40,39886,24,Male,Operations,9/11/2020,4
736,37,34144,33,*,Operations,17/6/2021,3
737,63,34164,NA,Male,Finance,19/9/2022,3
738,-,46399,17,Male,Finance,26/6/2023,4
739,57,16699,43,Female,Operations,30/12/2022,2
740,25,31687,20,Male,IT,10/11/2024,2
741,31,43164,90,Male,Finance,23/11/2023,4
742,40,21990,36,Female,HR,17/3/2022,
743,*,*,85,Female,Sales,4/5/2022,1
744,31,52490,58,Female,HR,19/9/2023,5
745,19,32175,83,Male,,3/9/2024,1
746,21,0,NA,Male,HR,4/6/2021,1
747,41,15056,13,Female,Operations,4/11/2020,4
748,53,61880,*,Male,Sales,9/7/2021,3
749,26,17531,82,Female,Finance,29/7/2023,4
750,33,30478,29,Male,*,2/12/2021,*
751,49,54971,48,Female,Sales,17/11/2024,*
752,-,46466,22,Male,Finance,22/10/2021,3
753,44,46846,86,Male,Operations,29/4/2020,5
754,,0,79,Male,Sales,17/6/2020,5
755,,29389,51,Male,Marketing,24/10/2021,1
756,53,28657,7,Male,Finance,10/4/2021,
757,42,56082,89,Male,Finance,25/6/2024,4
758,32,45325,54,Male,IT,26/6/2023,1
759,29,20057,62,Male,Operations,22/7/2023,3
760,24,23741,57,Female,Finance,20/3/2024,4
761,53,40455,31,Male, ,2/11/2021,2
762,41,31765,65,,HR,3/5/2024,1
763,23,47628,20,Female,Marketing,1/3/2020,5
764,-,20451,12,Male,Finance,16/11/2020,4
765,62,29027,92,Female,Sales,7/3/2021,3
766,48,36769,8,Male,Marketing,24/8/2023,1
767,38,30104,64,Male,,7/11/2024,3
768,28,31197,77,Female,Operations,13/8/2024,4
769,33,44197,14,Female,Operations,17/12/2021,1
770,31,34011,65,Male,HR,25/5/2021,1
771,42,,56,Male,Marketing,20/11/2021,4
772,31,31679,*,Male,IT,20/4/2020,3
773,55,58985,44,Male,IT,5/1/2021,5
774,35,37449,51,Female,Operations,9/7/2023, 
775,31,28434,63,Male,Sales,12/8/2021,4
776,41,44913,50,Male,Finance,23/6/2022,2
777,25,56193,20, ,Sales,17/8/2023,3
778,62,36073,42,Female,Finance,22/7/2021,4
779,42,37839, ,Female,Finance,9/8/2020, 
780,51,32812,57,Male,Marketing,28/4/2021,4
781,62,39338,89,Male,Finance,28/7/2023,4
782,61,0,35,*,IT,21/11/2021,3
783,45,44628,91,Female,HR,12/7/2022, 
784,41,47931,*,Male,Sales,12/6/2024,5
785,35,24387,89,,HR,27/10/2023,1
786,51,15928,84,-,Marketing,12/6/2022,3
787,59,29310,NA,Female,Sales,28/12/2021,NA
788,20,21641,42,Male,Operations,26/11/2020,3
789,29,35784,,Female,IT,29/8/2020,1
790,53,33065,77,NA,Marketing,7/7/2023,NA
791,22,22358,58,Male,HR,3/6/2021,5
792,36,47731,85,Female,IT,20/4/2022,2
793,29,44781,43,Male,Sales,6/2/2023,2
794,44,38119,53,Male,Finance,28/4/2020,1
795,34,18768,52, ,Operations,11/9/2020,4
796, ,35467,5,Male,HR,28/1/2023,1
797,45,36820,84,Male,Sales,23/6/2021,5
798,57,22941,10,Female,HR,14/3/2024,3
799,39,56610,93,Female,Marketing,23/10/2021,4
800,27,41994,0,Female,-,23/12/2023,1
801,58,36355,,Male,HR,1/6/2022,3
802,23,34386,71,Male,Finance,18/12/2022,3
803,34,38875,58,Male,Operations,16/6/2021,4
804, ,15895,72,Female,Operations,23/10/2020,1
805,23,25722,27,Male,IT,28/4/2022,1
806,60,34446,98,Female, ,27/10/2023,2
807,39, ,39,Female,NA,24/7/2021,3
808,33,23881,50, ,Finance,20/2/2020,5
809,21,37315,70,Male,Marketing,1/10/2020,3
810,42,37302,26,*,Sales,12/12/2020,2
811,50,32244,8,Female,NA,23/4/2022,3
812,18,42291,38,Male,HR,10/2/2024,1
813,*,NA,79,Female,HR,30/5/2022,4
814,34,35478,97,-,IT,20/9/2023,4
815,60, ,0,Female,HR,3/10/2022,4
816,36,36375,0,Male,Finance,26/11/2024,5
817,,46764,81,Male,HR,25/10/2020,2
818,37,63375,88,Female,,8/4/2021,
819,18,37786,32,Male,Sales,11/11/2021,2
820,40,37693,92,Male,Finance,19/6/2024,4
821,33,39394,14,,HR,17/7/2023,2
822,41,0,,Male,HR,21/12/2021,2
823,37,18297,0,Female,Marketing,9/6/2024,5
824,32,41361,3,Female,IT,20/11/2022,2
825,41,-,45,Female,Finance,16/7/2022,1
826,54,43128,71,Male,Sales,19/8/2024,1
827,58,32859,91,Female,Operations,9/2/2024, 
828,50,57520,29,Male,IT,20/5/2022,4
829,49,49177,-,Male,HR,31/3/2021,4
830,48,38136,-,Male,Finance,27/9/2021,5
831,32,24923,5,Female,Sales,9/2/2022,2
832,18,34030,26,Male,Marketing,22/1/2022,NA
833,29,42606,35,Male,Finance,25/12/2021,
834,52,34896,30,Male,Operations,6/7/2021,1
835,54,35202,89,Male,HR,19/7/2021,5
836,47, ,5,Female,NA,29/9/2022,-
837,43,48910,4,Male, ,11/11/2022,1
838,28,29621,90,Male,Sales,19/5/2021,3
839,49,45114,3,Female,Operations,7/4/2022,2
840,19,33110,92,Female,Operations,18/3/2022,3
841,27,NA,14,Female,Finance,14/6/2020,3
842,63,14589,37,Male,Finance,30/4/2023,
843,39,NA,95,Male,Finance,27/8/2022,5
844,26,26283,83,Male,Finance,8/9/2023,3
845, ,27178,19,Male,Finance,21/8/2023,2
846,42,36260,47,Female,,19/4/2023,2
847,38,15875,62,Female,IT,25/8/2020,5
848,,37534,27,Female,HR,24/9/2024,2
849,37,11907,10,Male,Sales,17/11/2020,4
850,57,48482,29,Male,,28/1/2020,1
851,33,20300,77,Female,HR,8/3/2021,1
852,56,42504,19,Male,HR,21/10/2020,2
853,52,0,70,Female,Sales,22/12/2020,5
854,46,39546,*,Male,IT,22/4/2023,4
855,63,19500,62,Male,NA,7/3/2023,2
856,47,29557,36,Male,Finance,18/4/2022,5
857,20,*,7,Female,HR,17/4/2020,4
858,49,40363,98,Female,Finance,18/4/2021,5
859,31,38890,91,Male,Operations,8/12/2022,2
860,43,22661,87,Male,IT,6/12/2022,3
861,22,17914,88,Male,HR,23/4/2022,2
862,45,48860,66,Male,IT,3/10/2021,1
863,25,21715,77,Male,Marketing,8/4/2021,2
864,62,NA,60,Male,IT,4/9/2022,2
865,50,34614,33,Male,Sales,12/4/2023,2
866,53,31803,85,Female,Sales,18/6/2024,-
867,30,39838,64,Female,Sales,31/7/2023,1
868,37,271940,24,Female,Sales,13/3/2022,5
869,35,27982,45,Male,Finance,16/1/2020,*
870,37,-,68,Male,IT,25/3/2023,5
871,60,19450,39,Male,Marketing,30/3/2020,1
872,50,27947,13,Female,Finance,2/10/2022,1
873,38,33400,80,Female,Finance,13/10/2022,2
874,63,40527,0,Female,Sales,21/2/2022,4
875,41,NA,0,Male, ,7/7/2020,1
876,45,33308,99,Male,Operations,19/4/2023,3
877,22,38899,53,Female,HR,26/9/2021,5
878,47,38636,54,Male,HR,8/10/2020,3
879,-,0,31,Female,,16/10/2024,4
880,41,44767,96,Female,IT,25/1/2023,5
881,56, ,11,Male,Finance,6/1/2023,2
882,31,17362,24, ,HR,27/10/2021,4
883, ,43989, ,Female,Operations,3/9/2024,2
884,53,47137,78,Female,Operations,28/4/2023,3
885,43,53020,62,Female,Operations,20/4/2021,1
886,30,30886,*,Male,Operations,19/7/2021,5
887,57,0,90,Male,Operations,24/12/2023,2
888,38, ,19,,Sales,21/4/2023,5
889,43,36885,46,Male, ,1/8/2021,2
890,51,40189,59,Female,Operations,29/5/2020,2
891,57,31247,91,Male,Operations,7/6/2022,3
892,31,25873,55,Male,Marketing,4/9/2024,
893,-,21378,7,Female,Operations,13/8/2022,2
894,60,34242,21,Female,Operations,9/1/2020,1
895,64,49062,78,Male,Sales,18/7/2023,5
896,36,28850,NA,Female,Operations,16/3/2021,4
897,29,35350,54,Female,Operations,5/3/2023,1
898,53,31014,19,Female,Finance,6/10/2023,1
899,-,36748,96,Female,Sales,13/8/2020,2
900,61,30075,31,Female,HR,29/7/2020,4
901,50,44241,38,*,Finance,23/6/2024,1
902,61,15535,92,Female,HR,31/10/2023,3
903,40,30045,44,Male,Marketing,19/6/2021,3
904,58,58481,39,Male,Finance,31/7/2021,5
905,30,42408,36,Female,IT,6/9/2022,3
906,45,0,18,Male,IT,24/9/2024,5
907,45,30665,23,Female,Operations,10/2/2024,2
908,36,36008,56,Female,IT,15/11/2020,5
909,54,-,97,Male,Marketing,16/6/2023,1
910,48,47730,*,Male,Sales,15/7/2024,5
911,59,35716,53,Male,Sales,23/11/2020,1
912,56,0,59,Male,Operations,16/12/2021,1
913,34,56670,25,Female,Operations,20/6/2021,2
914,45,30687,50,,,2/3/2024,
915,21,38472,2,Male,Operations,26/3/2024,2
916,-,48183,25,Male,Marketing,21/12/2023,5
917,36,20762,61,Male,IT,27/4/2024,3
918,40,51232,56,Female,Sales,12/2/2022,1
919,57,40715,47,Male,Finance,9/8/2023,4
920,62,29682,54,NA,Sales,20/4/2020,2
921,59,20612,61,Male,HR,25/11/2021,1
922,23,43802,4,Female,Finance,8/1/2021,-
923,41,31809,25,Male,Sales,12/1/2024,1
924,39,43535,83,Male,NA,1/3/2022,2
925,38,18813,93,Female,HR,15/7/2022,3
926,31,20005,9,Female,Operations,6/7/2022,2
927,41,31066,75,Female,Sales,9/6/2021,2
928,42,27420,,Male,IT,27/5/2022,2
929,34,61125,78,Male,Sales,20/3/2020,5
930,63,33497,18,Male,Finance,11/11/2024,1
931,-,58861,76,Female,IT,18/1/2021,2
932,34, ,10,*,Finance,20/3/2024,5
933,45,30585,85,Male,HR,2/2/2021,5
934,19,35666,25,Female,Marketing,7/11/2023,2
935,51,21536,,Male,Marketing,12/12/2020,3
936,18,52828,78,Female,HR,25/4/2021,4
937,64,13514,,Male,IT,23/10/2021,1
938, ,*, ,*,Sales,25/1/2023,2
939,39,59269,,Female,IT,25/12/2020,3
940,59,32280,61,Male,Operations,3/9/2023,2
941,21,21647,87,Female,Finance,12/9/2020,-
942,-,32490,8,Male,NA,29/1/2023, 
943,53,*,90,Female,*,3/5/2022,3
944,56,37375,85,Male,NA,15/8/2024,2
945,29,NA,28,Female,IT,25/12/2023,4
946,54,28717,42,Male,HR,4/3/2024,5
947,58,37888,14,-,-,22/7/2024,1
948,24,22310,NA,Female,Marketing,26/12/2021,3
949,48,53011,79,*,,7/8/2021,*
950,22,32131,87,Female,HR,11/7/2023,2
951,44,50104,24,Female,Finance,21/8/2024,1
952,42,14052,73,Female,IT,9/11/2023,5
953,34,40784,84,Female,Operations,5/8/2022,2
954,-, ,71,Male,Marketing,16/12/2023,1
955,44,53589,91,Female,HR,6/12/2021,5
956,43,*,18,Female,Sales,19/10/2023,*
957,46,28379,76,Female,Finance,9/8/2021,1
958,44,8478,28,Female,HR,12/5/2021,4
959,34,42068,*,Female,Operations,12/11/2023,1
960,55, ,48,Female,Operations,6/1/2023,5
961,*,30289,-,Female,Sales,22/10/2023,1
962,26,35644,6,Female,Sales,3/1/2024,4
963,49,30084,73,Female,Sales,20/4/2024,3
964,18,48875,63,Female,Marketing,3/5/2024,2
965,26,-,34,Male,IT,20/2/2023,4
966,24,26844,0,Female,HR,22/9/2022,2
967,-,-,26, ,Finance,2/11/2021,5
968,54,46917,43,Female,HR,2/8/2021,1
969,57,44713,99,Female,Marketing,2/1/2024,4
970,62,52547,29,Male,Sales,15/5/2023,5
971,23,19920,0,Female,HR,9/10/2021,4
972,54,21459,90,Female,-,17/11/2022,2
973,56,22188,41,Female,Sales,26/8/2020,2
974,21,41986,27,,IT,1/1/2024,2
975,54,41546,26,Female,,10/8/2020,3
976,27,30822,35,Male, ,21/4/2023,4
977,27, ,38,Female,IT,15/5/2023,3
978,52,20248,45,Male,Finance,23/3/2024,4
979,,27971,12,Female, ,30/11/2024,4
980,40,36387,59,Male,Sales,10/5/2021,2
981,24,9674,60,Female,Sales,23/2/2020,5
982,19,35316,0,,IT,20/10/2021,4
983,55,,91,Male,*,8/3/2021,3
984,37,29920,84,Female,Finance,21/11/2020,1
985,48,42073,14,Female, ,10/11/2024,5
986,47,31979,*, ,Marketing,26/10/2023,3
987,42,40751,4,Female,Finance,25/8/2020,4
988,27,26419,79,Female,Marketing,12/12/2021,5
989,34,35285,14,, ,21/4/2021,5
990,26,48223,29,Male,Marketing,8/9/2020,5
991,60,42030,74,Male,Operations,21/8/2023,1
992,49,30098,49,Female,Marketing,31/5/2020,3
993,41,33600,16,-,Finance,29/5/2022,2
994,33,43665,28,Male,Marketing,23/2/2021,1
995,63,24900,62,Male,-,25/3/2021,3
996,29,28756,56,Female,Operations,12/2/2022,1
997,52,-,1,Male,NA,21/3/2020,4
998,60,35935,10,Female,Operations,13/2/2022,2
999, ,33769,74,Male,Operations,4/2/2022,5
1000,63,0,46,Female,Sales,29/11/2022,4
1001,34,43484,NA, ,HR,17/4/2022,2
1002,46,27744,92,Male,HR,31/12/2023,NA
1003,53,47478,10,Male,Operations,28/2/2020,3
1004,52, ,67,Male,Finance,22/3/2021,5
1005,21,21671,23,Female,HR,19/4/2022,1
1006,24,55604,62,Female,Operations,21/2/2020,2
1007,36,0,53,Male,HR,28/7/2020,1
1008,64,37049,1,-,Finance,5/11/2024,1
1009,45,NA,33,Male,IT,24/5/2020,1
1010,58,25319,42,Male,Marketing,2/2/2024,4
1011,39,35731,52,Female,Sales,6/7/2020,2
1012,38,51716,54,Male,*,20/2/2020,1
1013,22,39902,60,Male,Sales,22/6/2023,3
1014,62,21984,47,Male,IT,26/1/2022,4
1015,49,48636,6,NA,Sales,17/6/2022,3
1016,18,26191,6,Male, ,16/8/2020,2
1017,37,31108,42,Female,Operations,14/7/2022,2
1018,45,50745,91,Male,Finance,11/6/2021,2
1019,61,31761,38,Female,Finance,15/4/2023,4
1020,54,,21,Male,Finance,23/2/2023,5
1021,*,32662,43,Male,Operations,24/4/2024,2
1022,35,46502,12,Male,HR,17/12/2023,2
1023,62,31382,70,Male,IT,7/1/2024,5
1024,22,31172,9,Male,Finance,5/11/2023,1
1025,48,12976,*,Female,-,15/8/2023,NA
1026,19,29088, ,Male,IT,25/10/2022,1
1027,62,30801,85,Female,Marketing,31/12/2022,5
1028,26,59723,79,Male,Marketing,10/10/2023,1
1029,19,28593,94,-,IT,15/11/2023,2
1030,35,38113,92,Female,IT,4/12/2021,4
1031,NA,46267,46,Male,Finance,2/11/2024,2
1032,-,22689,30,Female,Sales,24/6/2021,1
1033,-,28469,76,Male,IT,15/5/2020,-
1034,33,55580,31,Male,*,2/5/2023,3
1035,58,40970,46,Male,Finance,31/3/2024,3
1036,61,36491,,Female,IT,17/10/2021,3
1037,63,24103,100,NA,Marketing,4/1/2024,NA
1038,37,38460,8,Female,Operations,15/4/2021,4
1039,21,27522,45,Male,Marketing,13/2/2020,5
1040,49,36253,95,Female,Marketing,17/12/2022,1
1041,37,18552,53,Female,Finance,16/7/2022,1
1042,56,26445,59,Female,Operations,20/2/2023,2
1043,32,49342,14,Male,HR,9/8/2020,4
1044,35,0,28,Female,Sales,16/10/2022,1
1045,24,44065,37,Male,Sales,31/1/2024,1
1046,20,0,42,Female,Finance,10/6/2022,1
1047,25,33653,77,Male,IT,21/12/2021,3
1048,46,42614,49,Male,IT,19/1/2024,*
1049,25,28654,0,Female,HR,2/6/2024,3
1050,18,*,NA,NA,Marketing,27/2/2022,4
1051,,27278,98,Female,-,9/8/2020,2
1052,38,45390,35,*,,3/11/2023,3
1053,56,28766,22,Male,IT,7/1/2023,2
1054,62,40697,60,Male,Marketing,28/3/2020,5
1055,19,39831,84,Female,IT,27/4/2022,3
1056,51,29208,58,Male,Marketing,11/6/2021,5
1057,38,43260,86,Male,Marketing,5/7/2022,4
1058,50,47931,52,-,Marketing,14/9/2020,2
1059,56,0,3,Male,Sales,8/9/2023,3
1060,57,40826,78,Female,Operations,4/10/2024,5
1061,24,20369,95, ,Operations,3/5/2022,3
1062,32,44164,50,Female,Sales,20/3/2020,2
1063,26,50459,9,Female,HR,13/8/2022,2
1064,47,22273,39,Male,HR,8/6/2021,2
1065,61,28622,61, ,Marketing,25/11/2023,5
1066,34,49750,39,Female,Sales,9/8/2021,4
1067,55,26823,7,Female,Sales,21/10/2021,3
1068,58,24345,33,Female,IT,12/7/2021,2
1069,56, ,28,Male,Sales,25/6/2021,2
1070,38,30850,0,Female,Finance,1/12/2023,3
1071,20,20841,51,*,IT,10/12/2023,4
1072,54,40208,34, ,Marketing,11/11/2024,
1073,-,36669,89,*,Marketing,1/8/2023,5
1074,34,17619,99,Male,IT,17/6/2024,3
1075,28,35449,54,Male,Marketing,3/7/2022,3
1076,27,192312,5,,-,5/5/2021,5
1077,18,28477,13,Male,Sales,8/11/2021,2
1078,27,NA,14,Female,Finance,20/9/2024,4
1079,42,34248,94,Female,*,1/1/2021,4
1080,33,37313,52,Female,Sales,3/12/2020,4
1081,55,20766,47,Male,*,30/10/2022,3
1082,49,47965,60,Male,Sales,20/3/2020,2
1083,42,36568,10, ,Marketing,19/3/2020,5
1084,30,58017,0,Male,*,26/3/2021,2
1085,60,,81,Female,Sales,16/8/2022,1
1086,33,-,10,Male,Finance,22/6/2024,1
1087,58,70163,31,Male,Operations,30/8/2023,4
1088,37,24924,0,Male,Operations,31/8/2024,4
1089,45,34883,6,Female,Operations,5/5/2024,2
1090,25,NA,86,Female,Marketing,19/2/2021,
1091,48,26266,45,Female,Marketing,15/1/2022,2
1092,45,38146,99,Female,Marketing,19/5/2024,3
1093,46,20095,96,Female,Marketing,16/10/2022,5
1094,59,26380,73,Female,IT,25/8/2020,4
1095,51,20600,52,Male,Sales,12/12/2022,5
1096,54,,18,*,Finance,11/2/2020,4
1097,59,49055,62,NA,IT,9/6/2020,*
1098,37,38546,0,Female,Finance,6/10/2022,3
1099,22,44062,75,Female,HR,2/8/2020,2
1100,44,32361,95,Female,IT,17/9/2022,5
1101,54,39859,*,Female,Operations,15/6/2024,5
1102,54,35663,91,Male,Marketing,16/1/2024,3
1103,48,25683,97,Male,HR,23/1/2024,2
1104,50,NA,70,Male,Sales,1/6/2024,4
1105,49,49095,21,Male,IT,18/1/2023,1
1106,34,43139,22,Female,-,25/6/2022,2
1107,60,32482,11,Female,Finance,16/9/2024,1
1108,40,27184,37,Female,IT,27/2/2023,2
1109,62,36155,25,Female,IT,28/10/2024,2
1110,58,54203,86,Male,Marketing,14/8/2022,2
1111,54,45473,12,Female,-,28/3/2024,2
1112,-,29919,2,Female,Sales,30/6/2023,5
1113,35,16007,21,Male,Finance,27/6/2024,4
1114,31,45037,68,Female,Finance,26/2/2021,3
1115,33,39440,39,Male,IT,13/2/2023,2
1116,41,42404,22,Male,HR,25/10/2021,NA
1117,56,54599,93,Female,Operations,4/7/2022,1
1118,20,16875, ,Male,HR,28/12/2022,3
1119,30,31975,82,NA,Marketing,24/3/2022,1
1120,56,37408,3,Male,Finance,12/10/2022,3
1121,38,25836,83,Male,HR,10/7/2020,-
1122,36,45353,57,Male,Sales,4/1/2020,4
1123,33,20229,69,Female,Sales,27/1/2022,2
1124,45,29410,5,Female, ,13/8/2024,5
1125,22,49679,32,Female,Marketing,1/8/2022,3
